Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T015_006,SE_T015_007,SE_T015_008,SE_T015_009,SE_T015_010,SE_T015_011,SE_T015_012,SE_T015_013,SE_T015_014,SE_T015_015,SE_T015_016,SE_T015_017,SE_T015_018,SE_T015_019,SE_T015_020,SE_T015_021,SE_T015_022,SE_T015_023,SE_T015_024,SE_T015_025,SE_T015_026,SE_T015_027,SE_T015_028,SE_T015_029,SE_T015_030,SE_T015_031
"01029","05000US01029","Cleburne County, Alabama","Cleburne County, Alabama","al","050","00","ACSSF","0000027",,,,,"01","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14991,14642,349,317,16,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"01031","05000US01031","Coffee County, Alabama","Coffee County, Alabama","al","050","00","ACSSF","0000028",,,,,"01","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50991,47647,3344,1530,651,142,33,740,0,235,47,159,151,148,0,119,0,27,0,3,89,0,0,0,0,0,129,22,2,0,105
"01033","05000US01033","Colbert County, Alabama","Colbert County, Alabama","al","050","00","ACSSF","0000029",,,,,"01","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54377,53071,1306,937,226,14,18,30,0,21,9,0,0,0,0,41,0,0,0,41,0,0,0,0,0,0,40,0,0,0,40
"01035","05000US01035","Conecuh County, Alabama","Conecuh County, Alabama","al","050","00","ACSSF","0000030",,,,,"01","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12697,12473,224,180,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,1
"01037","05000US01037","Coosa County, Alabama","Coosa County, Alabama","al","050","00","ACSSF","0000031",,,,,"01","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10864,10724,140,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","05000US01039","Covington County, Alabama","Covington County, Alabama","al","050","00","ACSSF","0000032",,,,,"01","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37729,37151,578,268,35,36,41,75,0,0,0,0,75,0,0,50,0,0,0,9,0,0,14,0,27,0,73,10,0,0,63
"01041","05000US01041","Crenshaw County, Alabama","Crenshaw County, Alabama","al","050","00","ACSSF","0000033",,,,,"01","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13896,13662,234,174,17,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,22,0,0,0,22
"01043","05000US01043","Cullman County, Alabama","Cullman County, Alabama","al","050","00","ACSSF","0000034",,,,,"01","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81316,77890,3426,2856,120,34,0,81,0,12,50,0,0,19,0,157,0,0,0,10,0,0,147,0,0,0,178,49,27,0,102
"01045","05000US01045","Dale County, Alabama","Dale County, Alabama","al","050","00","ACSSF","0000035",,,,,"01","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49607,46686,2921,1555,641,117,0,195,0,32,44,61,58,0,0,149,16,0,0,59,0,0,57,0,0,17,264,31,41,0,192
"01047","05000US01047","Dallas County, Alabama","Dallas County, Alabama","al","050","00","ACSSF","0000036",,,,,"01","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41426,41029,397,359,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0
"01049","05000US01049","DeKalb County, Alabama","DeKalb County, Alabama","al","050","00","ACSSF","0000037",,,,,"01","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70937,60995,9942,5663,137,42,133,3774,0,3384,77,7,1,305,0,0,0,0,0,0,0,0,0,0,0,0,193,45,20,30,98
"01051","05000US01051","Elmore County, Alabama","Elmore County, Alabama","al","050","00","ACSSF","0000038",,,,,"01","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80957,78689,2268,1501,328,129,4,164,0,63,27,11,52,11,0,81,17,0,0,39,0,0,0,0,0,25,61,42,14,0,5
"01053","05000US01053","Escambia County, Alabama","Escambia County, Alabama","al","050","00","ACSSF","0000039",,,,,"01","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37875,37095,780,634,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,14,0,0,88
"01055","05000US01055","Etowah County, Alabama","Etowah County, Alabama","al","050","00","ACSSF","0000040",,,,,"01","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103363,99611,3752,2174,76,12,27,1142,25,885,115,0,0,117,0,255,9,88,55,61,0,0,0,0,42,0,66,0,0,0,66
"01057","05000US01057","Fayette County, Alabama","Fayette County, Alabama","al","050","00","ACSSF","0000041",,,,,"01","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16783,16639,144,46,32,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40
"01059","05000US01059","Franklin County, Alabama","Franklin County, Alabama","al","050","00","ACSSF","0000042",,,,,"01","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31573,26516,5057,2340,24,125,0,1926,0,1754,0,0,0,172,0,217,21,0,0,184,0,0,0,0,12,0,425,0,0,0,425
"01061","05000US01061","Geneva County, Alabama","Geneva County, Alabama","al","050","00","ACSSF","0000043",,,,,"01","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26765,25773,992,814,55,59,0,21,0,21,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,41,0,0,0,41
"01063","05000US01063","Greene County, Alabama","Greene County, Alabama","al","050","00","ACSSF","0000044",,,,,"01","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8587,8534,53,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","05000US01065","Hale County, Alabama","Hale County, Alabama","al","050","00","ACSSF","0000045",,,,,"01","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15159,14976,183,180,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","05000US01067","Henry County, Alabama","Henry County, Alabama","al","050","00","ACSSF","0000046",,,,,"01","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17187,16752,435,344,0,22,0,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0
"01069","05000US01069","Houston County, Alabama","Houston County, Alabama","al","050","00","ACSSF","0000047",,,,,"01","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103891,100580,3311,2051,371,171,22,352,4,132,62,5,107,42,0,187,12,3,0,110,0,0,34,0,22,6,157,54,42,0,61
"01071","05000US01071","Jackson County, Alabama","Jackson County, Alabama","al","050","00","ACSSF","0000048",,,,,"01","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52608,51173,1435,1053,93,0,0,184,0,172,0,2,10,0,0,41,0,0,0,23,0,0,18,0,0,0,64,64,0,0,0
"01073","05000US01073","Jefferson County, Alabama","Jefferson County, Alabama","al","050","00","ACSSF","0000049",,,,,"01","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659096,634780,24316,17126,1518,398,91,3054,37,1601,751,47,89,529,0,903,109,11,22,260,157,20,226,0,98,0,1226,288,200,9,729
"01075","05000US01075","Lamar County, Alabama","Lamar County, Alabama","al","050","00","ACSSF","0000050",,,,,"01","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,13865,201,165,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,2
"01077","05000US01077","Lauderdale County, Alabama","Lauderdale County, Alabama","al","050","00","ACSSF","0000051",,,,,"01","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92641,90424,2217,1594,182,48,65,150,13,101,27,0,9,0,0,22,0,0,0,0,0,0,22,0,0,0,156,24,8,0,124
"01079","05000US01079","Lawrence County, Alabama","Lawrence County, Alabama","al","050","00","ACSSF","0000052",,,,,"01","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33433,32742,691,549,13,18,0,111,0,0,0,0,98,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","05000US01081","Lee County, Alabama","Lee County, Alabama","al","050","00","ACSSF","0000053",,,,,"01","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153947,148266,5681,1933,1175,144,46,2048,0,1260,227,146,270,145,0,189,0,0,19,15,46,0,33,60,16,0,146,83,26,0,37
"01083","05000US01083","Limestone County, Alabama","Limestone County, Alabama","al","050","00","ACSSF","0000054",,,,,"01","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90257,85122,5135,4126,300,29,6,410,0,347,25,18,0,20,0,32,0,0,0,10,0,0,8,0,0,14,232,64,0,0,168
"01085","05000US01085","Lowndes County, Alabama","Lowndes County, Alabama","al","050","00","ACSSF","0000055",,,,,"01","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10565,10515,50,15,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,5,0,5,0,0
"01087","05000US01087","Macon County, Alabama","Macon County, Alabama","al","050","00","ACSSF","0000056",,,,,"01","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19684,19360,324,205,53,16,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,0,23
"01089","05000US01089","Madison County, Alabama","Madison County, Alabama","al","050","00","ACSSF","0000057",,,,,"01","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349973,333611,16362,9757,3011,580,163,1443,162,874,213,23,110,61,0,712,122,24,12,192,20,0,80,37,204,21,696,293,130,0,273
"01091","05000US01091","Marengo County, Alabama","Marengo County, Alabama","al","050","00","ACSSF","0000058",,,,,"01","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20066,19876,190,109,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24
"01093","05000US01093","Marion County, Alabama","Marion County, Alabama","al","050","00","ACSSF","0000059",,,,,"01","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30239,29513,726,482,134,0,0,75,0,68,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35
"01095","05000US01095","Marshall County, Alabama","Marshall County, Alabama","al","050","00","ACSSF","0000060",,,,,"01","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94534,82324,12210,8111,276,671,2,2615,0,2092,517,0,4,2,0,11,0,0,0,0,0,0,0,0,11,0,524,26,24,4,470
"01097","05000US01097","Mobile County, Alabama","Mobile County, Alabama","al","050","00","ACSSF","0000061",,,,,"01","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414291,403334,10957,4100,1690,916,86,2134,77,582,657,396,228,185,9,1352,125,71,92,358,146,0,194,20,346,0,679,225,102,0,352
"01099","05000US01099","Monroe County, Alabama","Monroe County, Alabama","al","050","00","ACSSF","0000062",,,,,"01","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21975,21839,136,83,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","05000US01101","Montgomery County, Alabama","Montgomery County, Alabama","al","050","00","ACSSF","0000063",,,,,"01","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227392,219862,7530,4629,364,246,87,1458,5,769,323,59,133,169,0,192,12,8,13,54,24,0,8,0,73,0,554,120,48,0,386
"01103","05000US01103","Morgan County, Alabama","Morgan County, Alabama","al","050","00","ACSSF","0000064",,,,,"01","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119555,110216,9339,7422,434,203,0,802,0,603,71,6,55,67,0,107,0,0,0,53,0,38,0,5,11,0,371,22,29,0,320
"01105","05000US01105","Perry County, Alabama","Perry County, Alabama","al","050","00","ACSSF","0000065",,,,,"01","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9856,9762,94,59,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,8
"01107","05000US01107","Pickens County, Alabama","Pickens County, Alabama","al","050","00","ACSSF","0000066",,,,,"01","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20042,19556,486,361,35,18,0,50,0,26,24,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,11,0,11,0,0
"01109","05000US01109","Pike County, Alabama","Pike County, Alabama","al","050","00","ACSSF","0000067",,,,,"01","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33277,32547,730,526,72,44,0,0,0,0,0,0,0,0,0,41,0,0,4,0,37,0,0,0,0,0,47,0,47,0,0
"01111","05000US01111","Randolph County, Alabama","Randolph County, Alabama","al","050","00","ACSSF","0000068",,,,,"01","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22615,21954,661,490,107,12,1,41,0,0,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,2
"01113","05000US01113","Russell County, Alabama","Russell County, Alabama","al","050","00","ACSSF","0000069",,,,,"01","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58636,55662,2974,1336,878,11,5,407,0,247,0,17,143,0,0,75,0,0,0,75,0,0,0,0,0,0,262,68,162,0,32
"01115","05000US01115","St. Clair County, Alabama","St. Clair County, Alabama","al","050","00","ACSSF","0000070",,,,,"01","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86576,84615,1961,868,384,35,11,466,0,0,190,0,276,0,0,126,0,0,22,51,0,0,53,0,0,0,71,50,0,0,21
"01117","05000US01117","Shelby County, Alabama","Shelby County, Alabama","al","050","00","ACSSF","0000071",,,,,"01","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205951,194090,11861,8795,458,387,61,1199,5,145,164,83,56,746,0,459,6,20,0,161,93,5,36,0,138,0,502,116,146,0,240
"01119","05000US01119","Sumter County, Alabama","Sumter County, Alabama","al","050","00","ACSSF","0000072",,,,,"01","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13285,13246,39,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"01121","05000US01121","Talladega County, Alabama","Talladega County, Alabama","al","050","00","ACSSF","0000073",,,,,"01","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81057,79305,1752,1302,16,44,57,95,0,42,0,53,0,0,0,37,0,0,0,0,37,0,0,0,0,0,201,69,72,0,60
"01123","05000US01123","Tallapoosa County, Alabama","Tallapoosa County, Alabama","al","050","00","ACSSF","0000074",,,,,"01","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40958,39970,988,808,31,2,0,70,0,49,21,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,75,0,33,0,42
"01125","05000US01125","Tuscaloosa County, Alabama","Tuscaloosa County, Alabama","al","050","00","ACSSF","0000075",,,,,"01","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202471,195805,6666,4454,190,143,0,1144,0,706,130,0,135,173,0,492,0,0,86,162,37,0,8,0,188,11,243,66,115,0,62
"01127","05000US01127","Walker County, Alabama","Walker County, Alabama","al","050","00","ACSSF","0000076",,,,,"01","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65593,64110,1483,698,197,0,0,588,0,530,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01129","05000US01129","Washington County, Alabama","Washington County, Alabama","al","050","00","ACSSF","0000077",,,,,"01","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16909,16690,219,136,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0,40
"01131","05000US01131","Wilcox County, Alabama","Wilcox County, Alabama","al","050","00","ACSSF","0000078",,,,,"01","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11119,11057,62,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0
"01133","05000US01133","Winston County, Alabama","Winston County, Alabama","al","050","00","ACSSF","0000079",,,,,"01","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24013,23313,700,509,16,7,44,98,0,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26
"02013","05000US02013","Aleutians East Borough, Alaska","Aleutians East Borough, Alaska","ak","050","00","ACSSF","0000013",,,,,"02","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299,2968,331,221,10,0,31,14,0,4,0,0,0,10,0,6,0,0,0,0,0,0,6,0,0,0,49,21,17,0,11
"02016","05000US02016","Aleutians West Census Area, Alaska","Aleutians West Census Area, Alaska","ak","050","00","ACSSF","0000014",,,,,"02","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5714,4924,790,566,10,4,20,83,0,25,0,9,0,49,0,16,0,2,0,4,0,0,10,0,0,0,91,67,4,0,20
"02020","05000US02020","Anchorage Municipality, Alaska","Anchorage Municipality, Alaska","ak","050","00","ACSSF","0000015",,,,,"02","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299321,273230,26091,13710,3302,392,2128,1308,56,272,523,56,244,148,9,2086,71,31,179,891,283,50,526,5,50,0,3165,832,1172,9,1152
"02050","05000US02050","Bethel Census Area, Alaska","Bethel Census Area, Alaska","ak","050","00","ACSSF","0000016",,,,,"02","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17885,17526,359,305,31,0,0,8,0,2,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,9,0,9,0,0
"02060","05000US02060","Bristol Bay Borough, Alaska","Bristol Bay Borough, Alaska","ak","050","00","ACSSF","0000017",,,,,"02","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,896,46,17,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0
"02068","05000US02068","Denali Borough, Alaska","Denali Borough, Alaska","ak","050","00","ACSSF","0000018",,,,,"02","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,2108,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","05000US02070","Dillingham Census Area, Alaska","Dillingham Census Area, Alaska","ak","050","00","ACSSF","0000019",,,,,"02","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980,4833,147,118,8,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
"02090","05000US02090","Fairbanks North Star Borough, Alaska","Fairbanks North Star Borough, Alaska","ak","050","00","ACSSF","0000020",,,,,"02","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100150,92664,7486,3603,1873,209,68,379,36,57,0,0,153,71,62,423,0,0,22,289,0,18,94,0,0,0,931,185,215,0,531
"02100","05000US02100","Haines Borough, Alaska","Haines Borough, Alaska","ak","050","00","ACSSF","0000021",,,,,"02","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528,2487,41,16,0,0,12,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
